"Name","PNPClass","Manufacturer","ConfigManagerErrorCode","Status","PNPDeviceID"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEB9-CDDB-11EC-B415-806E6F6E6963}#0000000000420000"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEB9-CDDB-11EC-B415-806E6F6E6963}#0000000000F00000"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEB7-CDDB-11EC-B415-806E6F6E6963}#00000000693B6000"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEB7-CDDB-11EC-B415-806E6F6E6963}#000000007E47E000"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEB7-CDDB-11EC-B415-806E6F6E6963}#0000000023586000"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEB7-CDDB-11EC-B415-806E6F6E6963}#000000002F686000"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEAF-CDDB-11EC-B415-806E6F6E6963}#0000000000008000"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEAF-CDDB-11EC-B415-806E6F6E6963}#0000000001000000"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEB7-CDDB-11EC-B415-806E6F6E6963}#0000000023686000"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEB7-CDDB-11EC-B415-806E6F6E6963}#000000001F386000"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEB7-CDDB-11EC-B415-806E6F6E6963}#00000000783C6000"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEB5-CDDB-11EC-B415-806E6F6E6963}#0000000000006000"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEB7-CDDB-11EC-B415-806E6F6E6963}#000000002F8C6000"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEB7-CDDB-11EC-B415-806E6F6E6963}#0000000073AA6000"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEB7-CDDB-11EC-B415-806E6F6E6963}#000000005D3B6000"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEB7-CDDB-11EC-B415-806E6F6E6963}#000000002F786000"
"卷","Volume","Microsoft","0","OK","STORAGE\VOLUME\{DC9ADEB5-CDDB-11EC-B415-806E6F6E6963}#0000000000040000"
